Fecha,DolarToday,Dolar
42610,1021.87,0.0102187
42611,1020.61,0.0102061
42612,1025.96,0.0102596
42613,1028.85,0.0102885
42614,1022.98,0.0102298
42615,1020.84,0.0102084
42616,1020.84,0.0102084
42617,1020.84,0.0102084
42618,1018.78,0.0101878
42619,1021.74,0.0102174
42620,1024.93,0.0102493
42621,1022.84,0.0102284
42622,1025.39,0.0102539
42623,1025.39,0.0102539
42624,1025.39,0.0102539
42625,1024.89,0.0102489
42626,1022.87,0.0102287
42627,1025.63,0.0102563
42628,1024.84,0.0102484
42629,1026.13,0.0102613
42630,1026.13,0.0102613
42631,1026.13,0.0102613
42632,1012.63,0.0101263
42633,1010.29,0.0101029
42634,1008.16,0.0100816
42635,1010.21,0.0101021
42636,1017.34,0.0101734
42637,1017.34,0.0101734
42638,1017.34,0.0101734
42639,1035.72,0.0103572
42640,1052.76,0.0105276
42641,1061.79,0.0106179
42642,1070.85,0.0107085
42643,1078.34,0.0107834
42644,1078.34,0.0107834
42645,1078.34,0.0107834
42646,1084.63,0.0108463
42647,1084.63,0.0108463
42648,1082.78,0.0108278
42649,1087.62,0.0108762
42650,1092.73,0.0109273
42651,1092.73,0.0109273
42652,1092.73,0.0109273
42653,1103.76,0.0110376
42654,1118.69,0.0111869
42655,1134.93,0.0113493
42656,1146.28,0.0114628
42657,1167.49,0.0116749
42658,1167.49,0.0116749
42659,1167.49,0.0116749
42660,1178.51,0.0117851
42661,1189.34,0.0118934
42662,1197.78,0.0119778
42663,1204.78,0.0120478
42664,1209.81,0.0120981
42665,1209.81,0.0120981
42666,1209.81,0.0120981
42667,1221.87,0.0122187
42668,1262.31,0.0126231
42669,1327.08,0.0132708
42670,1385.52,0.0138552
42671,1417.23,0.0141723
42672,1417.23,0.0141723
42673,1417.23,0.0141723
42674,1501.17,0.0150117
42675,1567.35,0.0156735
42676,1604.82,0.0160482
42677,1682.12,0.0168212
42678,1758.23,0.0175823
42679,1758.23,0.0175823
42680,1758.23,0.0175823
42681,1756.91,0.0175691
42682,1821.61,0.0182161
42683,1844.02,0.0184402
42684,1883.25,0.0188325
42685,1905.98,0.0190598
42686,1905.98,0.0190598
42687,1905.98,0.0190598
42688,1905.98,0.0190598
42689,1911.02,0.0191102
42690,1922.87,0.0192287
42691,1952.11,0.0195211
42692,1967.69,0.0196769
42693,1967.69,0.0196769
42694,1967.69,0.0196769
42695,2192.65,0.0219265
42696,2301.72,0.0230172
42697,2474.23,0.0247423
42698,2752.89,0.0275289
42699,2971.62,0.0297162
42700,2971.62,0.0297162
42701,2971.62,0.0297162
42702,3687.51,0.0368751
42703,3986.48,0.0398648
42704,4538.46,0.0453846
42705,4587.73,0.0458773
42706,4402.55,0.0440255
42707,4402.55,0.0440255
42708,4402.55,0.0440255
42709,4138.89,0.0413889
42710,4242.86,0.0424286
42711,4261.35,0.0426135
42712,4265.62,0.0426562
42713,4254.11,0.0425411
42714,4254.11,0.0425411
42715,4254.11,0.0425411
42716,3980.51,0.0398051
42717,3570.74,0.0357074
42718,3105.11,0.0310511
42719,2480.52,0.0248052
42720,2504.11,0.0250411
42721,2507.09,0.0250709
42722,2507.09,0.0250709
42723,2650.75,0.0265075
42724,2718.37,0.0271837
42725,2751.22,0.0275122
42726,2755.72,0.0275572
42727,2802.47,0.0280247
42728,2802.47,0.0280247
42729,2802.47,0.0280247
42730,2851.07,0.0285107
42731,2923.54,0.0292354
42732,2875.43,0.0287543
42733,3107.73,0.0310773
42734,3164.72,0.0316472
42735,3164.72,0.0316472
42736,3164.72,0.0316472
42737,3207.54,0.0320754
42738,3209.78,0.0320978
42739,3190.75,0.0319075
42740,3250.22,0.0325022
42741,3348.36,0.0334836
42742,3348.36,0.0334836
42743,3348.36,0.0334836
42744,3355.23,0.0335523
42745,3351.73,0.0335173
42746,3353.11,0.0335311
42747,3401.44,0.0340144
42748,3510.54,0.0351054
42749,3510.54,0.0351054
42750,3510.54,0.0351054
42751,3607.05,0.0360705
42752,3723.41,0.0372341
42753,3755.22,0.0375522
42754,3751.62,0.0375162
42755,3753.01,0.0375301
42756,3753.01,0.0375301
42757,3753.01,0.0375301
42758,3751.11,0.0375111
42759,3680.51,0.0368051
42760,3684.31,0.0368431
42761,3652.07,0.0365207
42762,3650.02,0.0365002
42763,3650.02,0.0365002
42764,3650.02,0.0365002
42765,3541.36,0.0354136
42766,3545.01,0.0354501
42767,3551.62,0.0355162
42768,3322.55,0.0332255
42769,3323.02,0.0332302
42770,3323.02,0.0332302
42771,3323.02,0.0332302
42772,3376.4,0.033764
42773,3451.62,0.0345162
42774,3581.77,0.0358177
42775,3640.29,0.0364029
42776,3720.12,0.0372012
42777,3720.12,0.0372012
42778,3720.12,0.0372012
42779,3820.83,0.0382083
42780,3910.74,0.0391074
42781,4105.15,0.0410515
42782,4190.89,0.0419089
42783,4229.94,0.0422994
42784,4229.94,0.0422994
42785,4229.94,0.0422994
42786,4276.64,0.0427664
42787,4285.18,0.0428518
42788,4325.1,0.043251
42789,4327.82,0.0432782
42790,4329.11,0.0432911
42791,4329.11,0.0432911
42792,4329.11,0.0432911
42793,4329.11,0.0432911
42794,4329.11,0.0432911
42795,4334.41,0.0433441
42796,4339.77,0.0433977
42797,4158.77,0.0415877
42798,4158.77,0.0415877
42799,4158.77,0.0415877
42800,3962.86,0.0396286
42801,3879.78,0.0387978
42802,3690.28,0.0369028
42803,3430.87,0.0343087
42804,3209.13,0.0320913
42805,3209.13,0.0320913
42806,3209.13,0.0320913
42807,2930.74,0.0293074
42808,2804.61,0.0280461
42809,2770.84,0.0277084
42810,2777.69,0.0277769
42811,2772.62,0.0277262
42812,2772.62,0.0277262
42813,2772.62,0.0277262
42814,2807.54,0.0280754
42815,2803.11,0.0280311
42816,2905.76,0.0290576
42817,3014.02,0.0301402
42818,3009.81,0.0300981
42819,3009.81,0.0300981
42820,3009.81,0.0300981
42821,3063.18,0.0306318
42822,3098.32,0.0309832
42823,3203.62,0.0320362
42824,3451.74,0.0345174
42825,3790.81,0.0379081
42826,3790.81,0.0379081
42827,3790.81,0.0379081
42828,3709.63,0.0370963
42829,4097.56,0.0409756
42830,4201.62,0.0420162
42831,4304.73,0.0430473
42832,4407.51,0.0440751
42833,4407.51,0.0440751
42834,4407.51,0.0440751
42835,4411.22,0.0441122
42836,4411.82,0.0441182
42837,4412.01,0.0441201
42838,4412.01,0.0441201
42839,4412.01,0.0441201
42840,4412.01,0.0441201
42841,4412.01,0.0441201
42842,4412.85,0.0441285
42843,4507.63,0.0450763
42844,4601.57,0.0460157
42845,4708.77,0.0470877
42846,4711.73,0.0471173
42847,4711.73,0.0471173
42848,4711.73,0.0471173
42849,4908.73,0.0490873
42850,4871.62,0.0487162
42851,4512.33,0.0451233
42852,4280.72,0.0428072
42853,4283.17,0.0428317
42854,4283.17,0.0428317
42855,4283.17,0.0428317
42856,4283.17,0.0428317
42857,4608.75,0.0460875
42858,4907.63,0.0490763
42859,4989.07,0.0498907
42860,5105.71,0.0510571
42861,5105.71,0.0510571
42862,5105.71,0.0510571
42863,5113.87,0.0511387
42864,5117.11,0.0511711
42865,5118.09,0.0511809
42866,5201.87,0.0520187
42867,5383.11,0.0538311
42868,5383.11,0.0538311
42869,5383.11,0.0538311
42870,5411.73,0.0541173
42871,5507.83,0.0550783
42872,5711.53,0.0571153
42873,5801.55,0.0580155
42874,5807.58,0.0580758
42875,5807.58,0.0580758
42876,5807.58,0.0580758
42877,5851.63,0.0585163
42878,5890.73,0.0589073
42879,5907.87,0.0590787
42880,5980.75,0.0598075
42881,6079.87,0.0607987
42882,6079.87,0.0607987
42883,6079.87,0.0607987
42884,6079.87,0.0607987
42885,6081.67,0.0608167
42886,6108.97,0.0610897
42887,6112.88,0.0611288
42888,6205.98,0.0620598
42889,6205.98,0.0620598
42890,6205.98,0.0620598
42891,6308.62,0.0630862
42892,6480.63,0.0648063
42893,6540.93,0.0654093
42894,6780.93,0.0678093
42895,7107.86,0.0710786
42896,7107.86,0.0710786
42897,7107.86,0.0710786
42898,7297.07,0.0729707
42899,7480.97,0.0748097
42900,7711.14,0.0771114
42901,8104.71,0.0810471
42902,8287.53,0.0828753
42903,8287.53,0.0828753
42904,8287.53,0.0828753
42905,8291.47,0.0829147
42906,8292.84,0.0829284
42907,8293.89,0.0829389
42908,8301.71,0.0830171
42909,8301.71,0.0830171
42910,8301.71,0.0830171
42911,8301.71,0.0830171
42912,8284.17,0.0828417
42913,7980.67,0.0798067
42914,7984.07,0.0798407
42915,7873.05,0.0787305
42916,7780.95,0.0778095
42917,7780.95,0.0778095
42918,7780.95,0.0778095
42919,7780.95,0.0778095
42920,7690.63,0.0769063
42921,7678.93,0.0767893
42922,7674.09,0.0767409
42923,7672.81,0.0767281
42924,7672.81,0.0767281
42925,7672.81,0.0767281
42926,7671.97,0.0767197
42927,7960.55,0.0796055
42928,8109.99,0.0810999
42929,8460.87,0.0846087
42930,8493.97,0.0849397
42931,8493.97,0.0849397
42932,8493.97,0.0849397
42933,8481.07,0.0848107
42934,8470.74,0.0847074
42935,8469.87,0.0846987
42936,8469.87,0.0846987
42937,8790.84,0.0879084
42938,8790.84,0.0879084
42939,8790.84,0.0879084
42940,8820.52,0.0882052
42941,8917.51,0.0891751
42942,9390.95,0.0939095
42943,9787.79,0.0978779
42944,10389.79,0.1038979
42945,10389.79,0.1038979
42946,10389.79,0.1038979
42947,11185.95,0.1118595
42948,12197.74,0.1219774
42949,14760.89,0.1476089
42950,17980.95,0.1798095
42951,18982.93,0.1898293
42952,18982.93,0.1898293
42953,18982.93,0.1898293
42954,16480.17,0.1648017
42955,13077.01,0.1307701
42956,10387.55,0.1038755
42957,10987.97,0.1098797
42958,12163.68,0.1216368
42959,12163.68,0.1216368
42960,12163.68,0.1216368
42961,12894.75,0.1289475
42962,14158.47,0.1415847
42963,15445.07,0.1544507
42964,15501.81,0.1550181
42965,16256.74,0.1625674
42966,16256.74,0.1625674
42967,16256.74,0.1625674
42968,16280.05,0.1628005
42969,16840.75,0.1684075
42970,16845.07,0.1684507
42971,16850.47,0.1685047
42972,16857.52,0.1685752
42973,16857.52,0.1685752
42974,16857.52,0.1685752
42975,16891.95,0.1689195
42976,17562.56,0.1756256
42977,17662.73,0.1766273
42978,17730.85,0.1773085
42979,18470.97,0.1847097
42980,18470.97,0.1847097
42981,18470.45,0.1847045
42982,19105.45,0.1910545
42983,19490.97,0.1949097
42984,19870.85,0.1987085
42985,20192.95,0.2019295
42986,21105.95,0.2110595
42987,21105.95,0.2110595
42988,21105.95,0.2110595
42989,21105.95,0.2110595
42990,21790.95,0.2179095
42991,22430.65,0.2243065
42992,23218.54,0.2321854
42993,23744.63,0.2374463
42994,23744.63,0.2374463
42995,23744.63,0.2374463
42996,24431.56,0.2443156
42997,25237.02,0.2523702
42998,23786.68,0.2378668
42999,22938.23,0.2293823
43000,22337.22,0.2233722
43001,22337.22,0.2233722
43002,22337.22,0.2233722
43003,23781.34,0.2378134
43004,25128.56,0.2512856
43005,27051.64,0.2705164
43006,28434.07,0.2843407
43007,29146.11,0.2914611
43008,29146.11,0.2914611
43009,29146.11,0.2914611
43010,29168.14,0.2916814
43011,29170.91,0.2917091
43012,29387.69,0.2938769
43013,27651.15,0.2765115
43014,26749.28,0.2674928
43015,26749.28,0.2674928
43016,26749.28,0.2674928
43017,26645.68,0.2664568
43018,26808.31,0.2680831
43019,27212.4,0.272124
43020,29173.29,0.2917329
43021,31109.3,0.311093
43022,31109.3,0.311093
43023,31109.3,0.311093
43024,32123.78,0.3212378
43025,33348.41,0.3334841
43026,34101.73,0.3410173
43027,36201.18,0.3620118
43028,38087.43,0.3808743
43029,38087.43,0.3808743
43030,38087.43,0.3808743
43031,40072.99,0.4007299
43032,42715.91,0.4271591
43033,42144.02,0.4214402
43034,40323.49,0.4032349
43035,41152.81,0.4115281
43036,41152.81,0.4115281
43037,41152.81,0.4115281
43038,41243.87,0.4124387
43039,41194.87,0.4119487
43040,41290.28,0.4129028
43041,42293.57,0.4229357
43042,44347.76,0.4434776
43043,44347.76,0.4434776
43044,44347.76,0.4434776
43045,46238.67,0.4623867
43046,48532.11,0.4853211
43047,49706.5,0.497065
43048,49830.98,0.4983098
43049,52128.74,0.5212874
43050,52128.74,0.5212874
43051,52128.74,0.5212874
43052,55216.67,0.5521667
43053,57378.87,0.5737887
43054,60942.07,0.6094207
43055,65962.69,0.6596269
43056,73218.75,0.7321875
43057,73218.75,0.7321875
43058,73218.75,0.7321875
43059,81271.27,0.8127127
43060,84372.18,0.8437218
43061,82363.57,0.8236357
43062,81759.98,0.8175998
43063,82185.75,0.8218575
43064,82185.75,0.8218575
43065,82185.75,0.8218575
43066,84457.36,0.8445736
43067,88235.61,0.8823561
43068,96794.46,0.9679446
43069,97192.71,0.9719271
43070,103024.27,1.0302427
43071,103024.27,1.0302427
43072,103024.27,1.0302427
43073,108279.53,1.0827953
43074,103190.42,1.0319042
43075,98609.89,0.9860989
43076,95440.47,0.9544047
43077,92778.11,0.9277811
43078,92778.11,0.9277811
43079,92778.11,0.9277811
43080,92778.11,0.9277811
43081,96396.45,0.9639645
43082,102276.63,1.0227663
43083,103555.08,1.0355508
43084,108198.44,1.0819844
43085,108198.44,1.0819844
43086,108198.44,1.0819844
43087,115734.62,1.1573462
43088,124190.13,1.2419013
43089,121205.72,1.2120572
43090,115265.19,1.1526519
43091,112268.29,1.1226829
43092,112268.29,1.1226829
43093,112268.29,1.1226829
43094,112268.29,1.1226829
43095,112137.87,1.1213787
43096,106924.96,1.0692496
43097,107128.11,1.0712811
43098,111413.23,1.1141323
43099,111413.23,1.1141323
43100,111413.23,1.1141323
43101,111413.23,1.1141323
43102,119779.97,1.1977997
43103,123110.49,1.2311049
43104,128446.21,1.2844621
43105,136582.17,1.3658217
43106,136582.17,1.3658217
43107,136582.17,1.3658217
43108,143274.69,1.4327469
43109,151496.94,1.5149694
43110,157541.72,1.5754172
43111,168469.65,1.6846965
43112,178546.48,1.7854648
43113,178546.48,1.7854648
43114,178546.48,1.7854648
43115,182492.35,1.8249235
43117,194026.58,1.9402658
43118,201787.64,2.0178764
43119,211337.55,2.1133755
43120,211337.55,2.1133755
43121,211337.55,2.1133755
43123,241664.88,2.4166488
43124,261517.23,2.6151723
43125,263803.29,2.6380329
43126,266630.76,2.6663076
43127,266630.77,2.6663077
43128,266630.77,2.6663077
43129,255900.12,2.5590012
43130,249872.23,2.4987223
43131,235782.12,2.3578212
43132,227921.54,2.2792154
43133,224954.12,2.2495412
43134,224954.12,2.2495412
43135,224954.12,2.2495412
43136,227901.02,2.2790102
43137,233531.14,2.3353114
43138,232902.82,2.3290282
43139,236402.45,2.3640245
43140,236854.15,2.3685415
43141,236854.15,2.3685415
43142,236854.15,2.3685415
43143,236854.15,2.3685415
43144,236854.15,2.3685415
43145,238038.42,2.3803842
43146,237149.56,2.3714956
43147,236201.87,2.3620187
43148,236201.87,2.3620187
43149,236201.87,2.3620187
43150,234699.99,2.3469999
43151,232727.01,2.3272701
43152,230228.59,2.3022859
43153,230764.06,2.3076406
43154,225586.01,2.2558601
43155,225586.01,2.2558601
43156,225586.01,2.2558601
43157,226536.12,2.2653612
43158,217909.31,2.1790931
43159,214655.43,2.1465543
43160,213239.28,2.1323928
43161,216838.82,2.1683882
43162,216838.82,2.1683882
43163,216838.82,2.1683882
43164,217261.98,2.1726198
43165,210226.73,2.1022673
43166,205899.46,2.0589946
43167,208725.12,2.0872512
43168,215778.05,2.1577805
43169,215778.05,2.1577805
43170,215778.05,2.1577805
43171,216164.25,2.1616425
43172,216732.61,2.1673261
43173,217912.39,2.1791239
43174,215752.65,2.1575265
43175,226317.63,2.2631763
43176,226317.63,2.2631763
43177,226317.63,2.2631763
43178,226317.63,2.2631763
43179,230726.45,2.3072645
43180,230941.27,2.3094127
43181,231334.02,2.3133402
43182,235002.77,2.3500277
43183,235002.77,2.3500277
43184,235002.77,2.3500277
43185,235417.33,2.3541733
43186,235774.65,2.3577465
43187,235998.21,2.3599821
43188,235998.21,2.3599821
43189,235998.21,2.3599821
43190,235998.21,2.3599821
43191,235998.21,2.3599821
43192,235344.77,2.3534477
43193,241667.13,2.4166713
43194,251311.51,2.5131151
43195,265447.98,2.6544798
43196,305215.85,3.0521585
43197,305215.85,3.0521585
43198,305215.85,3.0521585
43199,362831.54,3.6283154
43200,371829.45,3.7182945
43201,410684.51,4.1068451
43202,451349.25,4.5134925
43203,483732.7,4.837327
43204,483732.7,4.837327
43205,483732.7,4.837327
43206,523988.11,5.2398811
43207,551230.09,5.5123009
43208,641347.21,6.4134721
43209,641347.21,6.4134721
43210,610725.66,6.1072566
43211,610725.66,6.1072566
43212,610725.66,6.1072566
43213,630254.19,6.3025419
43214,625944.72,6.2594472
43215,635486.25,6.3548625
43216,638520.36,6.3852036
43217,623765.77,6.2376577
43218,623765.77,6.2376577
43219,623765.77,6.2376577
43220,621498.49,6.2149849
43221,621498.49,6.2149849
43222,637053.28,6.3705328
43223,648811.53,6.4881153
43224,643571.09,6.4357109
43225,643571.09,6.4357109
43226,643571.09,6.4357109
43227,636771.03,6.3677103
43228,661824.52,6.6182452
43229,690854.12,6.9085412
43230,697211.06,6.9721106
43231,710845.12,7.1084512
43232,710845.12,7.1084512
43233,710845.12,7.1084512
43234,710845.12,7.1084512
43235,711433.45,7.1143345
43236,731454.55,7.3145455
43237,745625.23,7.4562523
43238,752354.88,7.5235488
43239,752354.88,7.5235488
43240,752354.88,7.5235488
43241,761545.1,7.615451
43242,810274.88,8.1027488
43243,855681.79,8.5568179
43244,879347.22,8.7934722
43245,931821.56,9.3182156
43246,931821.56,9.3182156
43247,931821.56,9.3182156
43248,990754.12,9.9075412
43249,995488.41,9.9548841
43250,1143564.25,11.4356425
43251,1253684.21,12.5368421
43252,1400135.87,14.0013587
43253,1400135.87,14.0013587
43254,1400135.87,14.0013587
43255,1400135.87,14.0013587
43256,1790422.05,17.9042205
43257,1887544.51,18.8754451
43258,2050198.1,20.501981
43259,2050345.73,20.5034573
43260,2050345.73,20.5034573
43261,2050345.73,20.5034573
43262,2201543.1,22.015431
43263,2250725.22,22.5072522
43264,2352872.15,23.5287215
43265,2291385.44,22.9138544
43266,2298257.33,22.9825733
43267,2298257.33,22.9825733
43268,2298257.33,22.9825733
43269,2299173.25,22.9917325
43270,2580622.73,25.8062273
43271,2803495.81,28.0349581
43272,2902142.35,29.0214235
43273,2951374.61,29.5137461
43274,2951374.61,29.5137461
43275,2951374.61,29.5137461
43276,2955830.74,29.5583074
43277,3300248.25,33.0024825
43278,3402186.33,34.0218633
43279,3408671.41,34.0867141
43280,3405751.03,34.0575103
43281,3405751.03,34.0575103
43282,3405751.03,34.0575103
43283,3410625.2,34.106252
43284,3408522.61,34.0852261
43285,3500265.82,35.0026582
43286,3500265.82,35.0026582
43287,3498521.75,34.9852175
43288,3498521.75,34.9852175
43289,3498521.75,34.9852175
43290,3495210.45,34.9521045
43291,3492815.11,34.9281511
43292,3410269.14,34.1026914
43293,3411685.2,34.116852
43294,3415688.9,34.156889
43295,3415688.9,34.156889
43296,3415688.9,34.156889
43297,3418605.2,34.186052
43298,3670551.41,36.7055141
43299,3721215.3,37.212153
43300,3722105,37.22105
43301,3619833.2,36.198332
43302,3619833.2,36.198332
43303,3619833.2,36.198332
43304,3525573.02,35.2557302
43305,3525573.02,35.2557302
43306,3527060.1,35.270601
43307,3525680.85,35.2568085
43308,3524330.15,35.2433015
43309,3524330.15,35.2433015
43310,3524330.15,35.2433015
43311,3527230.71,35.2723071
43312,3585674.2,35.856742
43313,3602412.11,36.0241211
43314,3629543.31,36.2954331
43315,3651266.71,36.5126671
43316,3651266.71,36.5126671
43317,3651266.71,36.5126671
43318,3672105.91,36.7210591
43319,3678341.65,36.7834165
43320,3811284.25,38.1128425
43321,3905812.62,39.0581262
43322,4101273.51,41.0127351
43323,4101273.51,41.0127351
43324,4101273.51,41.0127351
43325,4205184.2,42.051842
43326,4315688.91,43.1568891
43327,4725940.1,47.259401
43328,5409511.25,54.0951125
43329,5921486.23,59.2148623
43330,5921486.23,59.2148623
43331,59.21,59.21
43332,59.21,59.21
43333,65.18,65.18
43334,71.21,71.21
43335,75.32,75.32
43336,83.47,83.47
43337,83.47,83.47
43338,83.47,83.47
43339,84.31,84.31
43340,86.18,86.18
43341,87.35,87.35
43342,86.47,86.47
43343,87.22,87.22
43344,87.22,87.22
43345,87.22,87.22
43346,87.68,87.68
43347,88.09,88.09
43348,90.23,90.23
43349,90.51,90.51
43350,91.64,91.64
43351,91.64,91.64
43352,91.64,91.64
43353,91.64,91.64
43354,92.37,92.37
43355,93.11,93.11
43356,93.21,93.21
43357,92.89,92.89
43358,92.89,92.89
43359,92.89,92.89
43360,92.11,92.11
43361,92.33,92.33
43362,92.07,92.07
43363,92.66,92.66
43364,93.08,93.08
43365,93.08,93.08
43366,93.08,93.08
43367,96.45,96.45
43368,96.3,96.3
43369,97.08,97.08
43370,97.51,97.51
43371,98.06,98.06
43372,98.06,98.06
43373,98.06,98.06
43374,98.56,98.56
43375,99.12,99.12
43376,101.34,101.34
43377,101.5,101.5
43378,102.97,102.97
43379,102.97,102.97
43380,102.97,102.97
43381,103.5,103.5
43382,105.44,105.44
43383,110.31,110.31
43384,115.29,115.29
43385,115.29,115.29
43386,115.29,115.29
43387,115.29,115.29
43388,125.08,125.08
43389,136.05,136.05
43390,147.83,147.83
43391,156.43,156.43
43392,167.36,167.36
43393,167.36,167.36
43394,167.36,167.36
43395,171.34,171.34
43396,175.44,175.44
43397,191.07,191.07
43398,201.15,201.15
43399,212.31,212.31
43400,212.31,212.31
43401,212.31,212.31
43402,230.05,230.05
43403,240.28,240.28
43404,238.79,238.79
43405,235.68,235.68
43406,236.4,236.4
43407,236.4,236.4
43408,236.4,236.4
43409,236.4,236.4
43410,239.81,239.81
43411,242.15,242.15
43412,243.65,243.65
43413,250.74,250.74
43414,250.74,250.74
43415,250.74,250.74
43416,255.24,255.24
43417,255.71,255.71
43418,260.09,260.09
43419,263.35,263.35
43420,270.41,270.41
43421,270.41,270.41
43422,270.41,270.41
43423,280.33,280.33
43424,290.71,290.71
43425,311.29,311.29
43426,318.04,318.04
43427,326.17,326.17
43428,326.17,326.17
43429,326.17,326.17
43430,333.24,333.24
43431,357.42,357.42
43432,376.21,376.21
43433,398.36,398.36
43434,406.15,406.15
43435,406.15,406.15
43436,406.15,406.15
