"time","timeDate","close","high","low","open","volumefrom","volumeto","volume"
1290384000000,"2010-11-21",0.2879,0.2879,0.269,0.2767,28205.85,7818.64,NaN
1290470400000,"2010-11-22",0.2829,0.2845,0.276,0.2879,4856.92,1361.82,NaN
1290556800000,"2010-11-23",0.283,0.283,0.2761,0.2829,2514.91,710.24,NaN
1290643200000,"2010-11-24",0.28,0.2825,0.278,0.283,1679.6,469.99,NaN
1290729600000,"2010-11-25",0.2844,0.289,0.2761,0.28,33531.88,9510.98,NaN
1290816000000,"2010-11-26",0.283,0.2844,0.2826,0.2844,1825.39,515.9,NaN
1290902400000,"2010-11-27",0.27,0.2846,0.27,0.283,20802.13,5746.3,NaN
1290988800000,"2010-11-28",0.2299,0.279,0.2151,0.27,35055.4,8802.06,NaN
1291075200000,"2010-11-29",0.2082,0.2299,0.204,0.2299,21476.25,4570.58,NaN
1291161600000,"2010-11-30",0.2275,0.2299,0.2095,0.2082,8157.89,1752.72,NaN
1291248000000,"2010-12-01",0.255,0.2553,0.218,0.2275,20312.23,4800.55,NaN
1291334400000,"2010-12-02",0.251,0.2552,0.243,0.255,2570.34,633.78,NaN
1291420800000,"2010-12-03",0.205,0.2589,0.205,0.251,28560.72,6673.4,NaN
1291507200000,"2010-12-04",0.19,0.235,0.19,0.205,5740.18,1178.03,NaN
1291593600000,"2010-12-05",0.204,0.225,0.1841,0.19,4319.26,863.02,NaN
1291680000000,"2010-12-06",0.233,0.2477,0.1701,0.204,24592.92,5411.8,NaN
1291766400000,"2010-12-07",0.2388,0.24,0.22,0.233,3430.41,789.86,NaN
1291852800000,"2010-12-08",0.2,0.233,0.1701,0.2388,21336.33,4411.94,NaN
1291939200000,"2010-12-09",0.204,0.204,0.1825,0.2,1684.25,328.17,NaN
1292025600000,"2010-12-10",0.228,0.228,0.1907,0.204,5788.69,1267.2,NaN
1292112000000,"2010-12-11",0.22,0.2279,0.2068,0.228,1963.56,418.8,NaN
1292198400000,"2010-12-12",0.2299,0.23,0.21,0.22,6415.59,1425.92,NaN
1292284800000,"2010-12-13",0.2467,0.2468,0.21,0.2299,10388.1,2403.83,NaN
1292371200000,"2010-12-14",0.238,0.246,0.238,0.2467,3684.68,901.15,NaN
1292457600000,"2010-12-15",0.25,0.255,0.2222,0.238,14355.33,3522.62,NaN
1292544000000,"2010-12-16",0.24,0.249,0.24,0.25,525.51,130.19,NaN
1292630400000,"2010-12-17",0.241,0.2488,0.241,0.24,169.11,41.67,NaN
1292716800000,"2010-12-18",0.2401,0.2499,0.24,0.241,2000.76,487.49,NaN
1292803200000,"2010-12-19",0.267,0.275,0.24,0.2401,10682.71,2769.88,NaN
1292889600000,"2010-12-20",0.24,0.267,0.24,0.267,9225.79,2291.81,NaN
1292976000000,"2010-12-21",0.25,0.25,0.244,0.24,3800.46,949.38,NaN
1293062400000,"2010-12-22",0.25,0.25,0.241,0.25,8650.15,2160.74,NaN
1293148800000,"2010-12-23",0.248,0.25,0.242,0.25,5033.25,1252.05,NaN
1293235200000,"2010-12-24",0.2499,0.25,0.2475,0.248,703,175.44,NaN
1293321600000,"2010-12-25",0.265,0.27,0.2464,0.2499,16584.97,4203.03,NaN
1293408000000,"2010-12-26",0.265,0.27,0.251,0.265,4935.49,1270.15,NaN
1293494400000,"2010-12-27",0.281,0.281,0.2612,0.265,15438.71,4238.98,NaN
1293580800000,"2010-12-28",0.3,0.301,0.271,0.281,18609.14,5363.75,NaN
1293667200000,"2010-12-29",0.3,0.3,0.291,0.3,2539.87,759.92,NaN
1293753600000,"2010-12-30",0.3,0.3,0.292,0.3,1453.72,428.44,NaN
1293840000000,"2010-12-31",0.3,0.3,0.292,0.3,2821.24,841.95,NaN
1293926400000,"2011-01-01",0.3,0.3,0.289,0.3,5352.11,1584.66,NaN
1294012800000,"2011-01-02",0.295,0.2999,0.29,0.3,1425.19,420.85,NaN
1294099200000,"2011-01-03",0.2989,0.2999,0.289,0.295,1879,548.33,NaN
1294185600000,"2011-01-04",0.299,0.299,0.29,0.2989,357.16,106.19,NaN
1294272000000,"2011-01-05",0.298,0.299,0.29,0.299,3456.49,1031.28,NaN
1294358400000,"2011-01-06",0.32,0.322,0.2975,0.298,42601.12,13152.15,NaN
1294444800000,"2011-01-07",0.3229,0.3229,0.309,0.32,1629.44,512.04,NaN
1294531200000,"2011-01-08",0.323,0.323,0.3229,0.3229,1691.37,546.18,NaN
1294617600000,"2011-01-09",0.3266,0.329,0.3175,0.323,10355.83,3360.65,NaN
1294704000000,"2011-01-10",0.3266,0.3266,0.3176,0.3266,4857.8,1578.66,NaN
1294790400000,"2011-01-11",0.3188,0.3557,0.318,0.3266,31359.77,10508.17,NaN
1294876800000,"2011-01-12",0.3176,0.405,0.3176,0.3188,20118.9,7147.03,NaN
1294963200000,"2011-01-13",0.4,0.45,0.3176,0.3176,27130.96,10691.11,NaN
1295049600000,"2011-01-14",0.386,0.4,0.385,0.4,1515.66,591.15,NaN
1295136000000,"2011-01-15",0.3868,0.4,0.386,0.386,2778.71,1085.16,NaN
1295222400000,"2011-01-16",0.3495,0.3868,0.315,0.3868,18241.15,6360.69,NaN
1295308800000,"2011-01-17",0.313,0.3495,0.305,0.3495,15671.51,4950.51,NaN
